             t,          Mass,      FuelMass,       Aileron,      Elevator,        Rudder,        Throttle,         alpha,          beta,             V,             u,             v,             w,             p,             q,             r,           Phi,         Theta,           Psi,         Gamma,             h,             T,             x,             y,             z,         Power,      PowerMax,           rpm
+4.5000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990365e+000, +0.0000000000e+000, +5.4999999905e+001, +5.4960401848e+001, +0.0000000000e+000, +2.0866763164e+000, +0.0000000000e+000, +5.6071666124e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991411e+000, +0.0000000000e+000, +9.8835250174e-008, +3.0000000000e+003, +6.5066180382e+002, +2.5299999979e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020097e+001, +8.389892813477e+001, +5.1109252716e+263
+4.6000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990376e+000, +0.0000000000e+000, +5.4999999903e+001, +5.4960401846e+001, +0.0000000000e+000, +2.0866763173e+000, +0.0000000000e+000, +5.4820671058e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991467e+000, +0.0000000000e+000, +1.0347507116e-007, +3.0000000000e+003, +6.5066180382e+002, +2.5849999978e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020097e+001, +8.389892813476e+001, +5.1109252716e+263
+4.7000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990385e+000, +0.0000000000e+000, +5.4999999901e+001, +5.4960401843e+001, +0.0000000000e+000, +2.0866763179e+000, +0.0000000000e+000, +5.3577479848e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991522e+000, +0.0000000000e+000, +1.0814194253e-007, +3.0000000000e+003, +6.5066180382e+002, +2.6399999977e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020096e+001, +8.389892813475e+001, +5.1109252716e+263
+4.8000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990393e+000, +0.0000000000e+000, +5.4999999898e+001, +5.4960401841e+001, +0.0000000000e+000, +2.0866763185e+000, +0.0000000000e+000, +5.2346696262e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991575e+000, +0.0000000000e+000, +1.1283053704e-007, +3.0000000000e+003, +6.5066180382e+002, +2.6949999976e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020096e+001, +8.389892813474e+001, +5.1109252716e+263
+4.9000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990400e+000, +0.0000000000e+000, +5.4999999896e+001, +5.4960401839e+001, +0.0000000000e+000, +2.0866763189e+000, +0.0000000000e+000, +5.1132586309e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991628e+000, +0.0000000000e+000, +1.1753573190e-007, +3.0000000000e+003, +6.5066180382e+002, +2.7499999975e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020095e+001, +8.389892813473e+001, +5.1109252716e+263
+5.0000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990405e+000, +0.0000000000e+000, +5.4999999894e+001, +5.4960401836e+001, +0.0000000000e+000, +2.0866763192e+000, +0.0000000000e+000, +4.9939080644e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991679e+000, +0.0000000000e+000, +1.2225261979e-007, +3.0000000000e+003, +6.5066180382e+002, +2.8049999974e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020095e+001, +8.389892813472e+001, +5.1109252716e+263
+5.1000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990409e+000, +0.0000000000e+000, +5.4999999892e+001, +5.4960401834e+001, +0.0000000000e+000, +2.0866763193e+000, +0.0000000000e+000, +4.8769778213e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991729e+000, +0.0000000000e+000, +1.2697651574e-007, +3.0000000000e+003, +6.5066180382e+002, +2.8599999972e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020094e+001, +8.389892813471e+001, +5.1109252716e+263
+5.2000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990412e+000, +0.0000000000e+000, +5.4999999889e+001, +5.4960401832e+001, +0.0000000000e+000, +2.0866763194e+000, +0.0000000000e+000, +4.7627951154e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991777e+000, +0.0000000000e+000, +1.3170296481e-007, +3.0000000000e+003, +6.5066180382e+002, +2.9149999971e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020094e+001, +8.389892813469e+001, +5.1109252716e+263
+5.3000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990413e+000, +0.0000000000e+000, +5.4999999887e+001, +5.4960401829e+001, +0.0000000000e+000, +2.0866763193e+000, +0.0000000000e+000, +4.6516550844e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991825e+000, +0.0000000000e+000, +1.3642774655e-007, +3.0000000000e+003, +6.5066180382e+002, +2.9699999970e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020093e+001, +8.389892813468e+001, +5.1109252716e+263
+5.4000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990414e+000, +0.0000000000e+000, +5.4999999885e+001, +5.4960401827e+001, +0.0000000000e+000, +2.0866763192e+000, +0.0000000000e+000, +4.5438214895e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991872e+000, +0.0000000000e+000, +1.4114687795e-007, +3.0000000000e+003, +6.5066180382e+002, +3.0249999969e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020092e+001, +8.389892813467e+001, +5.1109252716e+263
+5.5000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990413e+000, +0.0000000000e+000, +5.4999999882e+001, +5.4960401825e+001, +0.0000000000e+000, +2.0866763190e+000, +0.0000000000e+000, +4.4395275057e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991917e+000, +0.0000000000e+000, +1.4585661663e-007, +3.0000000000e+003, +6.5066180382e+002, +3.0799999968e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020092e+001, +8.389892813465e+001, +5.1109252716e+263
+5.6000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990411e+000, +0.0000000000e+000, +5.4999999880e+001, +5.4960401822e+001, +0.0000000000e+000, +2.0866763186e+000, +0.0000000000e+000, +4.3389766018e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742991961e+000, +0.0000000000e+000, +1.5055346227e-007, +3.0000000000e+003, +6.5066180382e+002, +3.1349999967e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020091e+001, +8.389892813464e+001, +5.1109252716e+263
+5.7000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990409e+000, +0.0000000000e+000, +5.4999999878e+001, +5.4960401820e+001, +0.0000000000e+000, +2.0866763182e+000, +0.0000000000e+000, +4.2423434945e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992005e+000, +0.0000000000e+000, +1.5523415635e-007, +3.0000000000e+003, +6.5066180382e+002, +3.1899999965e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020090e+001, +8.389892813462e+001, +5.1109252716e+263
+5.8000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990406e+000, +0.0000000000e+000, +5.4999999875e+001, +5.4960401818e+001, +0.0000000000e+000, +2.0866763178e+000, +0.0000000000e+000, +4.1497751587e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992047e+000, +0.0000000000e+000, +1.5989568158e-007, +3.0000000000e+003, +6.5066180382e+002, +3.2449999964e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020090e+001, +8.389892813461e+001, +5.1109252716e+263
+5.9000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990402e+000, +0.0000000000e+000, +5.4999999873e+001, +5.4960401815e+001, +0.0000000000e+000, +2.0866763172e+000, +0.0000000000e+000, +4.0613919054e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992089e+000, +0.0000000000e+000, +1.6453525904e-007, +3.0000000000e+003, +6.5066180382e+002, +3.2999999963e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020089e+001, +8.389892813459e+001, +5.1109252716e+263
+6.0000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990397e+000, +0.0000000000e+000, +5.4999999871e+001, +5.4960401813e+001, +0.0000000000e+000, +2.0866763166e+000, +0.0000000000e+000, +3.9772885028e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992129e+000, +0.0000000000e+000, +1.6915034686e-007, +3.0000000000e+003, +6.5066180382e+002, +3.3549999962e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020088e+001, +8.389892813457e+001, +5.1109252716e+263
+6.1000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990392e+000, +0.0000000000e+000, +5.4999999868e+001, +5.4960401811e+001, +0.0000000000e+000, +2.0866763160e+000, +0.0000000000e+000, +3.8975353420e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992169e+000, +0.0000000000e+000, +1.7373863550e-007, +3.0000000000e+003, +6.5066180382e+002, +3.4099999960e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020088e+001, +8.389892813456e+001, +5.1109252716e+263
+6.2000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990386e+000, +0.0000000000e+000, +5.4999999866e+001, +5.4960401808e+001, +0.0000000000e+000, +2.0866763153e+000, +0.0000000000e+000, +3.8221796322e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992208e+000, +0.0000000000e+000, +1.7829804377e-007, +3.0000000000e+003, +6.5066180382e+002, +3.4649999959e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020087e+001, +8.389892813454e+001, +5.1109252716e+263
+6.3000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990380e+000, +0.0000000000e+000, +5.4999999863e+001, +5.4960401806e+001, +0.0000000000e+000, +2.0866763146e+000, +0.0000000000e+000, +3.7512466270e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992246e+000, +0.0000000000e+000, +1.8282671384e-007, +3.0000000000e+003, +6.5066180382e+002, +3.5199999958e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020086e+001, +8.389892813452e+001, +5.1109252716e+263
+6.4000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990373e+000, +0.0000000000e+000, +5.4999999861e+001, +5.4960401804e+001, +0.0000000000e+000, +2.0866763138e+000, +0.0000000000e+000, +3.6847408630e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992284e+000, +0.0000000000e+000, +1.8732300441e-007, +3.0000000000e+003, +6.5066180382e+002, +3.5749999956e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020085e+001, +8.389892813450e+001, +5.1109252716e+263
+6.5000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990366e+000, +0.0000000000e+000, +5.4999999859e+001, +5.4960401801e+001, +0.0000000000e+000, +2.0866763130e+000, +0.0000000000e+000, +3.6226474204e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992321e+000, +0.0000000000e+000, +1.9178548602e-007, +3.0000000000e+003, +6.5066180382e+002, +3.6299999955e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020084e+001, +8.389892813449e+001, +5.1109252716e+263
+6.6000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990359e+000, +0.0000000000e+000, +5.4999999856e+001, +5.4960401799e+001, +0.0000000000e+000, +2.0866763122e+000, +0.0000000000e+000, +3.5649331834e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992357e+000, +0.0000000000e+000, +1.9621293271e-007, +3.0000000000e+003, +6.5066180382e+002, +3.6849999953e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020084e+001, +8.389892813447e+001, +5.1109252716e+263
+6.7000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990351e+000, +0.0000000000e+000, +5.4999999854e+001, +5.4960401796e+001, +0.0000000000e+000, +2.0866763113e+000, +0.0000000000e+000, +3.5115481053e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992393e+000, +0.0000000000e+000, +2.0060431537e-007, +3.0000000000e+003, +6.5066180382e+002, +3.7399999952e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020083e+001, +8.389892813445e+001, +5.1109252716e+263
+6.8000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990343e+000, +0.0000000000e+000, +5.4999999851e+001, +5.4960401794e+001, +0.0000000000e+000, +2.0866763104e+000, +0.0000000000e+000, +3.4624264646e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992428e+000, +0.0000000000e+000, +2.0495879332e-007, +3.0000000000e+003, +6.5066180382e+002, +3.7949999950e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020082e+001, +8.389892813443e+001, +5.1109252716e+263
+6.9000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990335e+000, +0.0000000000e+000, +5.4999999849e+001, +5.4960401792e+001, +0.0000000000e+000, +2.0866763096e+000, +0.0000000000e+000, +3.4174881138e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992462e+000, +0.0000000000e+000, +2.0927570743e-007, +3.0000000000e+003, +6.5066180382e+002, +3.8499999949e+001, +0.0000000000e+000, -3.0000000000e+003, +4.426350020081e+001, +8.389892813441e+001, +5.1109252716e+263
+7.0000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990327e+000, +0.0000000000e+000, +5.4999999846e+001, +5.4960401789e+001, +0.0000000000e+000, +2.0866763087e+000, +0.0000000000e+000, +3.3766397160e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992496e+000, +0.0000000000e+000, +2.1355457102e-007, +3.0000000001e+003, +6.5066180382e+002, +3.9049999947e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020080e+001, +8.389892813439e+001, +5.1109252716e+263
+7.1000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990318e+000, +0.0000000000e+000, +5.4999999844e+001, +5.4960401787e+001, +0.0000000000e+000, +2.0866763078e+000, +0.0000000000e+000, +3.3397759584e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992530e+000, +0.0000000000e+000, +2.1779506063e-007, +3.0000000001e+003, +6.5066180382e+002, +3.9599999946e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020079e+001, +8.389892813436e+001, +5.1109252716e+263
+7.2000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990310e+000, +0.0000000000e+000, +5.4999999842e+001, +5.4960401784e+001, +0.0000000000e+000, +2.0866763069e+000, +0.0000000000e+000, +3.3067807439e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992564e+000, +0.0000000000e+000, +2.2199700861e-007, +3.0000000001e+003, +6.5066180382e+002, +4.0149999944e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020078e+001, +8.389892813434e+001, +5.1109252716e+263
+7.3000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990302e+000, +0.0000000000e+000, +5.4999999839e+001, +5.4960401782e+001, +0.0000000000e+000, +2.0866763060e+000, +0.0000000000e+000, +3.2775283551e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992597e+000, +0.0000000000e+000, +2.2616039303e-007, +3.0000000001e+003, +6.5066180382e+002, +4.0699999943e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020077e+001, +8.389892813432e+001, +5.1109252716e+263
+7.4000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990294e+000, +0.0000000000e+000, +5.4999999837e+001, +5.4960401779e+001, +0.0000000000e+000, +2.0866763052e+000, +0.0000000000e+000, +3.2518845947e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992629e+000, +0.0000000000e+000, +2.3028533005e-007, +3.0000000001e+003, +6.5066180382e+002, +4.1249999941e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020076e+001, +8.389892813430e+001, +5.1109252716e+263
+7.5000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990286e+000, +0.0000000000e+000, +5.4999999834e+001, +5.4960401777e+001, +0.0000000000e+000, +2.0866763043e+000, +0.0000000000e+000, +3.2297078798e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992662e+000, +0.0000000000e+000, +2.3437206320e-007, +3.0000000001e+003, +6.5066180382e+002, +4.1799999939e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020075e+001, +8.389892813428e+001, +5.1109252716e+263
+7.6000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990278e+000, +0.0000000000e+000, +5.4999999832e+001, +5.4960401775e+001, +0.0000000000e+000, +2.0866763035e+000, +0.0000000000e+000, +3.2108503119e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992694e+000, +0.0000000000e+000, +2.3842095570e-007, +3.0000000001e+003, +6.5066180382e+002, +4.2349999938e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020074e+001, +8.389892813425e+001, +5.1109252716e+263
+7.7000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990270e+000, +0.0000000000e+000, +5.4999999829e+001, +5.4960401772e+001, +0.0000000000e+000, +2.0866763026e+000, +0.0000000000e+000, +3.1951587032e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992726e+000, +0.0000000000e+000, +2.4243248072e-007, +3.0000000001e+003, +6.5066180382e+002, +4.2899999936e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020073e+001, +8.389892813423e+001, +5.1109252716e+263
+7.8000000000e-001, +1.0430000000e+003, +5.2150000000e+001, +0.0000000000e+000, -4.8339676857e+000, +0.0000000000e+000, +2.018661499023e+001, +2.1742990262e+000, +0.0000000000e+000, +5.4999999827e+001, +5.4960401770e+001, +0.0000000000e+000, +2.0866763018e+000, +0.0000000000e+000, +3.1824755641e-007, +0.0000000000e+000, +0.0000000000e+000, +2.1742992758e+000, +0.0000000000e+000, +2.4640721326e-007, +3.0000000001e+003, +6.5066180382e+002, +4.3449999934e+001, +0.0000000000e+000, -3.0000000001e+003, +4.426350020072e+001, +8.389892813420e+001, +5.1109252716e+263
